locationid,locationname,time,regionid
ADMIN_RUS_00002,Taymyrskiy(Dolgano-N,1995,CIS
ADMIN_RUS_00003,Respublika Sakha(Yak,1995,CIS
ADMIN_RUS_00004,Permskaya oblast',1995,CIS
ADMIN_RUS_00005,Chukotskiy avtonomny,1995,CIS
ADMIN_RUS_00006,Vologodskaya oblast',1995,CIS
ADMIN_RUS_00007,Murmanskaya oblast',1995,CIS
ADMIN_RUS_00008,Evenkiyskiy avtonomn,1995,CIS
ADMIN_RUS_00009,Komi-Permyatskiy avt,1995,CIS
ADMIN_RUS_00010,Ul'yanovskaya oblast,1995,CIS
ADMIN_RUS_00011,Respublika Komi,1995,CIS
ADMIN_RUS_00012,Krasnoyarskiy kray,1995,CIS
ADMIN_RUS_00013,Yamalo-Nenetskiy avt,1995,CIS
ADMIN_RUS_00014,Respublika Kareliya,1995,CIS
ADMIN_RUS_00015,Kalmykiya-Khal'mg Ta,1995,CIS
ADMIN_RUS_00016,Arkhangel'skaya obla,1995,CIS
ADMIN_RUS_00017,Samarskaya oblast',1995,CIS
ADMIN_RUS_00018,Kaliningradskaya obl,1995,CIS
ADMIN_RUS_00019,Khabarovskiy kray,1995,CIS
ADMIN_RUS_00020,Tyumenskaya oblast',1995,CIS
ADMIN_RUS_00021,Khanty-Mansiyskiy av,1995,CIS
ADMIN_RUS_00022,Respublika Bashkorto,1995,CIS
ADMIN_RUS_00023,Omskaya oblast',1995,CIS
ADMIN_RUS_00024,Bryanskaya oblast',1995,CIS
ADMIN_RUS_00025,Kostromskaya oblast',1995,CIS
ADMIN_RUS_00026,Koryakskiy avtonomny,1995,CIS
ADMIN_RUS_00027,Karachayevo-Cherkess,1995,CIS
ADMIN_RUS_00028,Rostovskaya oblast',1995,CIS
ADMIN_RUS_00029,Irkutskaya oblast',1995,CIS
ADMIN_RUS_00030,Magadanskaya oblast',1995,CIS
ADMIN_RUS_00031,Orenburgskaya oblast,1995,CIS
ADMIN_RUS_00032,Pskovskaya oblast',1995,CIS
ADMIN_RUS_00033,Yaroslavskaya oblast,1995,CIS
ADMIN_RUS_00034,Tverskaya oblast',1995,CIS
ADMIN_RUS_00035,Krasnodarskiy kray,1995,CIS
ADMIN_RUS_00036,Novosibirskaya oblas,1995,CIS
ADMIN_RUS_00037,Kirovskaya oblast',1995,CIS
ADMIN_RUS_00038,Chitinskaya oblast',1995,CIS
ADMIN_RUS_00039,Penzenskaya oblast',1995,CIS
ADMIN_RUS_00040,Amurskaya oblast',1995,CIS
ADMIN_RUS_00041,Tambovskaya oblast',1995,CIS
ADMIN_RUS_00042,Sverdlovskaya oblast,1995,CIS
ADMIN_RUS_00043,Respublika Tyva,1995,CIS
ADMIN_RUS_00044,Respublika Dagestan,1995,CIS
ADMIN_RUS_00045,Ivanovskaya oblast',1995,CIS
ADMIN_RUS_00046,Respublika Adygeya,1995,CIS
ADMIN_RUS_00047,Leningradskaya oblas,1995,CIS
ADMIN_RUS_00048,Respublika Mariy-El,1995,CIS
ADMIN_RUS_00049,Altayskiy kray,1995,CIS
ADMIN_RUS_00050,Ust'-Ordynskiy Burya,1995,CIS
ADMIN_RUS_00051,Lipetskaya oblast',1995,CIS
ADMIN_RUS_00052,Tomskaya oblast',1995,CIS
ADMIN_RUS_00053,Novgorodskaya oblast,1995,CIS
ADMIN_RUS_00054,Astrakhanskaya oblas,1995,CIS
ADMIN_RUS_00055,Kurganskaya oblast',1995,CIS
ADMIN_RUS_00056,Kemerovskaya oblast',1995,CIS
ADMIN_RUS_00057,Smolenskaya oblast',1995,CIS
ADMIN_RUS_00058,Chechenskaya Respubl,1995,CIS
ADMIN_RUS_00059,Stavropol'skiy kray,1995,CIS
ADMIN_RUS_00060,Respublika Mordoviya,1995,CIS
ADMIN_RUS_00061,Respublika Tatarstan,1995,CIS
ADMIN_RUS_00062,Orlovskaya oblast',1995,CIS
ADMIN_RUS_00063,Tul'skaya oblast',1995,CIS
ADMIN_RUS_00064,Udmurtskaya Respubli,1995,CIS
ADMIN_RUS_00065,Chelyabinskaya oblas,1995,CIS
ADMIN_RUS_00066,Kurskaya oblast',1995,CIS
ADMIN_RUS_00067,Kabardino-Balkarskay,1995,CIS
ADMIN_RUS_00068,Belgorodskaya oblast,1995,CIS
ADMIN_RUS_00069,Ryazanskaya oblast',1995,CIS
ADMIN_RUS_00070,Kaluzhskaya oblast',1995,CIS
ADMIN_RUS_00071,Kamchatskaya oblast',1995,CIS
ADMIN_RUS_00072,Volgogradskaya oblas,1995,CIS
ADMIN_RUS_00073,Sakhalinskaya oblast,1995,CIS
ADMIN_RUS_00074,Respublika Altay,1995,CIS
ADMIN_RUS_00075,Voronezhskaya oblast,1995,CIS
ADMIN_RUS_00076,Chuvashskaya Respubl,1995,CIS
ADMIN_RUS_00077,Respublika Buryatiya,1995,CIS
ADMIN_RUS_00078,Primorskiy kray,1995,CIS
ADMIN_RUS_00079,Yevreyskaya avtonomn,1995,CIS
ADMIN_RUS_00080,Vladimirskaya oblast,1995,CIS
ADMIN_RUS_00081,Nizhegorodskaya obla,1995,CIS
ADMIN_RUS_00082,Ingushskaya Respubli,1995,CIS
ADMIN_RUS_00083,Aginskiy Buryatskiy,1995,CIS
ADMIN_RUS_00084,Moskovskaya oblast',1995,CIS
ADMIN_RUS_00085,Saratovskaya oblast',1995,CIS
ADMIN_ABW_00000,Aruba,1995,CAR
ADMIN_AIA_00000,Anguilla,1995,CAR
ADMIN_ATG_00000,Antigua & Barbuda,1995,CAR
ADMIN_BES_00000,"Bonaire, Saba and Saint Eustatius",1995,CAR
ADMIN_BHS_00000,Bahamas,1995,CAR
ADMIN_BLM_00000,Saint Barthelemy,1995,CAR
ADMIN_BRB_00000,Barbados,1995,CAR
ADMIN_CUB_00000,Pinar del Rio,1995,CAR
ADMIN_CUB_00001,Isla de la Juventud,1995,CAR
ADMIN_CUB_00002,Guantanamo Bay,1995,CAR
ADMIN_CUB_00003,Cienfuegos,1995,CAR
ADMIN_CUB_00004,Ciego de Avila,1995,CAR
ADMIN_CUB_00005,Las Tunas,1995,CAR
ADMIN_CUB_00006,Matanzas,1995,CAR
ADMIN_CUB_00007,Holguin,1995,CAR
ADMIN_CUB_00008,Ciudad de la Habana,1995,CAR
ADMIN_CUB_00009,Camaguey,1995,CAR
ADMIN_CUB_00010,Granma,1995,CAR
ADMIN_CUB_00011,Villa Clara,1995,CAR
ADMIN_CUB_00012,Guantanamo,1995,CAR
ADMIN_CUB_00013,Santiago de Cuba,1995,CAR
ADMIN_CUB_00014,La Habana,1995,CAR
ADMIN_CUB_00015,Sancti Spiritus,1995,CAR
ADMIN_CUW_00000,Curacao,1995,CAR
ADMIN_CYM_00000,Cayman Is.,1995,CAR
ADMIN_DMA_00000,Dominica,1995,CAR
ADMIN_DOM_00000,La Altagracia,1995,CAR
ADMIN_DOM_00001,Samana,1995,CAR
ADMIN_DOM_00002,Azua,1995,CAR
ADMIN_DOM_00003,Dajabon,1995,CAR
ADMIN_DOM_00004,Barahona,1995,CAR
ADMIN_DOM_00005,Independencia,1995,CAR
ADMIN_DOM_00006,La Estrelleta,1995,CAR
ADMIN_DOM_00007,Santiago Rodrigu,1995,CAR
ADMIN_DOM_00008,El Seibo,1995,CAR
ADMIN_DOM_00009,Salcedo,1995,CAR
ADMIN_DOM_00010,Monte Cristi,1995,CAR
ADMIN_DOM_00011,San Juan,1995,CAR
ADMIN_DOM_00012,Puerto Plata,1995,CAR
ADMIN_DOM_00013,Maria Trinidad S,1995,CAR
ADMIN_DOM_00014,Santiago,1995,CAR
ADMIN_DOM_00015,La Vega,1995,CAR
ADMIN_DOM_00016,Pedernales,1995,CAR
ADMIN_DOM_00017,La Romana,1995,CAR
ADMIN_DOM_00018,Distrito Nacional,1995,CAR
ADMIN_DOM_00019,San Cristobal,1995,CAR
ADMIN_DOM_00020,Monsenor Novel,1995,CAR
ADMIN_DOM_00021,Monte Plata,1995,CAR
ADMIN_DOM_00022,Peravia,1995,CAR
ADMIN_DOM_00023,Hato Major,1995,CAR
ADMIN_DOM_00024,Baoruco,1995,CAR
ADMIN_DOM_00025,Valverde,1995,CAR
ADMIN_DOM_00026,Santo Domingo,1995,CAR
ADMIN_DOM_00027,Sanchez Ramirez,1995,CAR
ADMIN_DOM_00028,Espaillat,1995,CAR
ADMIN_DOM_00029,San Pedro de Macors,1995,CAR
ADMIN_DOM_00030,Duarte,1995,CAR
ADMIN_GLP_00000,Guadeloupe,1995,CAR
ADMIN_GRD_00000,Grenada,1995,CAR
ADMIN_HTI_00000,Sud-Est,1995,CAR
ADMIN_HTI_00001,Centre,1995,CAR
ADMIN_HTI_00002,Nord-Est,1995,CAR
ADMIN_HTI_00003,Ouest,1995,CAR
ADMIN_HTI_00004,Sud,1995,CAR
ADMIN_HTI_00005,Nord-Ouest,1995,CAR
ADMIN_HTI_00006,Grand Anse,1995,CAR
ADMIN_HTI_00007,Nord,1995,CAR
ADMIN_HTI_00008,Artibonite,1995,CAR
ADMIN_JAM_00000,Clarendon,1995,CAR
ADMIN_JAM_00001,Saint Andrew,1995,CAR
ADMIN_JAM_00002,Saint Ann,1995,CAR
ADMIN_JAM_00003,Kingston,1995,CAR
ADMIN_JAM_00004,Saint Mary,1995,CAR
ADMIN_JAM_00005,Manchester,1995,CAR
ADMIN_JAM_00006,Westmoreland,1995,CAR
ADMIN_JAM_00007,Saint Thomas,1995,CAR
ADMIN_JAM_00008,Saint James,1995,CAR
ADMIN_JAM_00009,Trelawny,1995,CAR
ADMIN_JAM_00010,Portland,1995,CAR
ADMIN_JAM_00011,Hanover,1995,CAR
ADMIN_JAM_00012,Saint Elizabeth,1995,CAR
ADMIN_JAM_00013,Saint Catherine,1995,CAR
ADMIN_KNA_00000,St. Kitts & Nevis,1995,CAR
ADMIN_LCA_00000,St. Lucia,1995,CAR
ADMIN_MAF_00000,Saint Martin,1995,CAR
ADMIN_MSR_00000,Montserrat,1995,CAR
ADMIN_MTQ_00000,Martinique,1995,CAR
ADMIN_PRI_00000,San Juan,1995,CAR
ADMIN_PRI_00001,Bayamon,1995,CAR
ADMIN_PRI_00002,Ponce,1995,CAR
ADMIN_PRI_00003,Humacao,1995,CAR
ADMIN_PRI_00004,Guayama,1995,CAR
ADMIN_PRI_00005,Aguadilla,1995,CAR
ADMIN_PRI_00006,Arecibo,1995,CAR
ADMIN_PRI_00007,Mayag?ez,1995,CAR
ADMIN_TCA_00000,Turks & Caicos Is.,1995,CAR
ADMIN_TTO_00000,Trinidad & Tobago,1995,CAR
ADMIN_VCT_00000,St. Vincent & the Gr,1995,CAR
ADMIN_VGB_00000,British Virgin Is.,1995,CAR
ADMIN_CRI_00000,San Jose,1995,CAMP
ADMIN_CRI_00001,Heredia,1995,CAMP
ADMIN_CRI_00002,Guanacaste,1995,CAMP
ADMIN_CRI_00003,Cartago,1995,CAMP
ADMIN_CRI_00004,Limon,1995,CAMP
ADMIN_CRI_00005,Puntarenas,1995,CAMP
ADMIN_CRI_00006,Alajuela,1995,CAMP
ADMIN_GTM_00000,Suchitepequez,1995,CAMP
ADMIN_GTM_00003,Retalhuleu,1995,CAMP
ADMIN_GTM_00004,Escuintla,1995,CAMP
ADMIN_GTM_00005,San Marcos,1995,CAMP
ADMIN_GTM_00006,Sacatepequez,1995,CAMP
ADMIN_GTM_00007,Santa Rosa,1995,CAMP
ADMIN_GTM_00008,Solola,1995,CAMP
ADMIN_GTM_00009,Jutiapa,1995,CAMP
ADMIN_GTM_00010,Quiche,1995,CAMP
ADMIN_GTM_00017,Totonicapan,1995,CAMP
ADMIN_GTM_00018,Quezaltenango,1995,CAMP
ADMIN_GTM_00019,Chimaltenango,1995,CAMP
ADMIN_GTM_00020,Huehuetenango,1995,CAMP
ADMIN_HND_00002,Intibuca,1995,CAMP
ADMIN_HND_00004,Ocotepeque,1995,CAMP
ADMIN_HND_00006,Francisco Morazan,1995,CAMP
ADMIN_HND_00008,El Paraiso,1995,CAMP
ADMIN_HND_00009,La Paz,1995,CAMP
ADMIN_HND_00013,Valle,1995,CAMP
ADMIN_HND_00015,Choluteca,1995,CAMP
ADMIN_HND_00017,Lempira,1995,CAMP
ADMIN_NIC_00000,Carazo,1995,CAMP
ADMIN_NIC_00002,Nueva Segovia,1995,CAMP
ADMIN_NIC_00003,Esteli,1995,CAMP
ADMIN_NIC_00004,Leon,1995,CAMP
ADMIN_NIC_00005,Matagalpa,1995,CAMP
ADMIN_NIC_00006,Managua,1995,CAMP
ADMIN_NIC_00007,Granada,1995,CAMP
ADMIN_NIC_00008,Rivas,1995,CAMP
ADMIN_NIC_00009,Madriz,1995,CAMP
ADMIN_NIC_00010,Boaco,1995,CAMP
ADMIN_NIC_00013,Chontales,1995,CAMP
ADMIN_NIC_00014,Chinandega,1995,CAMP
ADMIN_NIC_00015,Masaya,1995,CAMP
ADMIN_PAN_00000,Panama,1995,CAMP
ADMIN_PAN_00001,Chiriqui,1995,CAMP
ADMIN_PAN_00003,Cocle,1995,CAMP
ADMIN_PAN_00004,Darien,1995,CAMP
ADMIN_PAN_00005,Los Santos,1995,CAMP
ADMIN_PAN_00006,Herrera,1995,CAMP
ADMIN_PAN_00009,Veraguas,1995,CAMP
ADMIN_SLV_00000,San Salvador,1995,CAMP
ADMIN_SLV_00001,San Vicente,1995,CAMP
ADMIN_SLV_00002,San Miguel,1995,CAMP
ADMIN_SLV_00003,Ahuachapan,1995,CAMP
ADMIN_SLV_00004,La Libertad,1995,CAMP
ADMIN_SLV_00005,La Union,1995,CAMP
ADMIN_SLV_00006,Cabanas,1995,CAMP
ADMIN_SLV_00007,Cuscatlan,1995,CAMP
ADMIN_SLV_00008,Sonsonate,1995,CAMP
ADMIN_SLV_00009,La Paz,1995,CAMP
ADMIN_SLV_00010,Santa Ana,1995,CAMP
ADMIN_SLV_00011,Ratchaburi,1995,CAMP
ADMIN_SLV_00012,Morazan,1995,CAMP
ADMIN_SLV_00013,Usulutan,1995,CAMP
ADMIN_SLV_00014,Chalatenango,1995,CAMP
ADMIN_BLZ_00000,Toledo,1995,CAMA
ADMIN_BLZ_00001,Stann Creek,1995,CAMA
ADMIN_BLZ_00002,Corozal,1995,CAMA
ADMIN_BLZ_00003,Belize,1995,CAMA
ADMIN_BLZ_00004,Orange Walk,1995,CAMA
ADMIN_BLZ_00005,Cayo,1995,CAMA
ADMIN_GTM_00001,Peten,1995,CAMA
ADMIN_GTM_00002,Baja Verapaz,1995,CAMA
ADMIN_GTM_00011,Zacapa,1995,CAMA
ADMIN_GTM_00012,Jalapa,1995,CAMA
ADMIN_GTM_00013,El Progreso,1995,CAMA
ADMIN_GTM_00014,Chiquimula,1995,CAMA
ADMIN_GTM_00015,Guatemala,1995,CAMA
ADMIN_GTM_00016,Izabal,1995,CAMA
ADMIN_GTM_00021,Alta Verapaz,1995,CAMA
ADMIN_HND_00000,Santa Barbara,1995,CAMA
ADMIN_HND_00001,Olancho,1995,CAMA
ADMIN_HND_00003,Copan,1995,CAMA
ADMIN_HND_00005,Gracias a Dios,1995,CAMA
ADMIN_HND_00007,Cortes,1995,CAMA
ADMIN_HND_00010,Yoro,1995,CAMA
ADMIN_HND_00011,Islas de la Bahia,1995,CAMA
ADMIN_HND_00012,Atlantida,1995,CAMA
ADMIN_HND_00014,Comayagua,1995,CAMA
ADMIN_HND_00016,Colon,1995,CAMA
ADMIN_NIC_00001,Zelaya,1995,CAMA
ADMIN_NIC_00011,Jinotega,1995,CAMA
ADMIN_NIC_00012,Rio San Juan,1995,CAMA
ADMIN_PAN_00002,Bocas del Toro,1995,CAMA
ADMIN_PAN_00007,Colon,1995,CAMA
ADMIN_PAN_00008,San Blas,1995,CAMA
ADMIN_ALA_00000,Ahvenanmaa,1995,BALT
ADMIN_DEU_00001,Mecklenburg-Vorpomme,1995,BALT
ADMIN_DEU_00005,Sachsen,1995,BALT
ADMIN_DEU_00007,Berlin,1995,BALT
ADMIN_DEU_00009,Sachsen-Anhalt,1995,BALT
ADMIN_DEU_00010,Thuringen,1995,BALT
ADMIN_DEU_00015,Brandenburg,1995,BALT
ADMIN_DNK_00000,Roskilde,1995,BALT
ADMIN_DNK_00001,Storstrom,1995,BALT
ADMIN_DNK_00002,Fyn,1995,BALT
ADMIN_DNK_00003,Staden Kobenhavn,1995,BALT
ADMIN_DNK_00004,Kobenhavn,1995,BALT
ADMIN_DNK_00007,Frederiksborg,1995,BALT
ADMIN_DNK_00008,Vestsjalland,1995,BALT
ADMIN_DNK_00011,Bornholm,1995,BALT
ADMIN_EST_00000,Estonia,1995,BALT
ADMIN_FIN_00000,Hame,1995,BALT
ADMIN_FIN_00001,Pohjois-Karjala,1995,BALT
ADMIN_FIN_00002,Keski-Suomi,1995,BALT
ADMIN_FIN_00003,Oulu,1995,BALT
ADMIN_FIN_00004,Uusimaa,1995,BALT
ADMIN_FIN_00005,Kymi,1995,BALT
ADMIN_FIN_00006,Turku Ja Pori,1995,BALT
ADMIN_FIN_00007,Mikkeli,1995,BALT
ADMIN_FIN_00008,Vaasa,1995,BALT
ADMIN_FIN_00009,Lappi,1995,BALT
ADMIN_FIN_00010,Kuopio,1995,BALT
ADMIN_LTU_00000,Lithuania,1995,BALT
ADMIN_LVA_00000,Latvia,1995,BALT
ADMIN_POL_00000,Elblag,1995,BALT
ADMIN_POL_00001,Skierniewice,1995,BALT
ADMIN_POL_00002,Plock,1995,BALT
ADMIN_POL_00003,Rzeszow,1995,BALT
ADMIN_POL_00004,Ostroleka,1995,BALT
ADMIN_POL_00005,Torun,1995,BALT
ADMIN_POL_00006,Warszawa,1995,BALT
ADMIN_POL_00007,Gdansk,1995,BALT
ADMIN_POL_00008,Lublin,1995,BALT
ADMIN_POL_00009,Wloclawek,1995,BALT
ADMIN_POL_00010,Biala Podlaska,1995,BALT
ADMIN_POL_00011,Konin,1995,BALT
ADMIN_POL_00012,Chelm,1995,BALT
ADMIN_POL_00013,Legnica,1995,BALT
ADMIN_POL_00014,Przemysl,1995,BALT
ADMIN_POL_00015,Radom,1995,BALT
ADMIN_POL_00016,Zielona Gora,1995,BALT
ADMIN_POL_00017,Wroclaw,1995,BALT
ADMIN_POL_00018,Nowy Sacz,1995,BALT
ADMIN_POL_00019,Piotrkow,1995,BALT
ADMIN_POL_00020,Lomza,1995,BALT
ADMIN_POL_00021,Jelenia Gora,1995,BALT
ADMIN_POL_00022,Katowice,1995,BALT
ADMIN_POL_00023,Gorzow,1995,BALT
ADMIN_POL_00024,Tarnobrzeg,1995,BALT
ADMIN_POL_00025,Bydgoszcz,1995,BALT
ADMIN_POL_00026,Lodz,1995,BALT
ADMIN_POL_00027,Krakow,1995,BALT
ADMIN_POL_00028,Tarnow,1995,BALT
ADMIN_POL_00029,Suwalki,1995,BALT
ADMIN_POL_00030,Bielsko,1995,BALT
ADMIN_POL_00031,Opole,1995,BALT
ADMIN_POL_00032,Krosno,1995,BALT
ADMIN_POL_00033,Koszalin,1995,BALT
ADMIN_POL_00034,Siedlce,1995,BALT
ADMIN_POL_00035,Bialystok,1995,BALT
ADMIN_POL_00036,Czestochowa,1995,BALT
ADMIN_POL_00037,Zamosc,1995,BALT
ADMIN_POL_00038,Kalisz,1995,BALT
ADMIN_POL_00039,Leszno,1995,BALT
ADMIN_POL_00040,Sieradz,1995,BALT
ADMIN_POL_00041,Slupsk,1995,BALT
ADMIN_POL_00042,Ciechanow,1995,BALT
ADMIN_POL_00043,Kielce,1995,BALT
ADMIN_POL_00044,Szczecin,1995,BALT
ADMIN_POL_00045,Pila,1995,BALT
ADMIN_POL_00046,Olsztyn,1995,BALT
ADMIN_POL_00047,Walbrzych,1995,BALT
ADMIN_POL_00048,Poznan,1995,BALT
ADMIN_SWE_00000,Blekinge,1995,BALT
ADMIN_SWE_00001,Varmlands,1995,BALT
ADMIN_SWE_00002,Skaraborgs,1995,BALT
ADMIN_SWE_00003,Kopparbergs,1995,BALT
ADMIN_SWE_00004,Kristianstads,1995,BALT
ADMIN_SWE_00005,Gavleborgs,1995,BALT
ADMIN_SWE_00006,Jamtlands,1995,BALT
ADMIN_SWE_00007,Stockholms,1995,BALT
ADMIN_SWE_00008,Gotlands,1995,BALT
ADMIN_SWE_00009,Sodermanlands,1995,BALT
ADMIN_SWE_00010,Vasternorrlands,1995,BALT
ADMIN_SWE_00011,Goteborgs Och Bohus,1995,BALT
ADMIN_SWE_00012,Orebro,1995,BALT
ADMIN_SWE_00013,Kalmar,1995,BALT
ADMIN_SWE_00014,Alvsborgs,1995,BALT
ADMIN_SWE_00015,Vastmanlands,1995,BALT
ADMIN_SWE_00016,Norrbottens,1995,BALT
ADMIN_SWE_00017,Hallands,1995,BALT
ADMIN_SWE_00018,Kronobergs,1995,BALT
ADMIN_SWE_00019,Ostergotlands,1995,BALT
ADMIN_SWE_00020,Malmohus,1995,BALT
ADMIN_SWE_00021,Uppsala,1995,BALT
ADMIN_SWE_00022,Vasterbottens,1995,BALT
ADMIN_SWE_00023,Jonkopings,1995,BALT
ADMIN_BMU_00000,Bermuda,1995,ATLS
ADMIN_CPV_00000,Cape Verde,1995,ATLS
ADMIN_SHN_00000,St. Helena,1995,ATLS
ADMIN_SPM_00000,St. Pierre & Miquelo,1995,ATLS
ADMIN_STP_00000,Principe,1995,ATLS
ADMIN_STP_00001,Sao Tome,1995,ATLS
ADMIN_BGD_00000,Rajshahi,1995,ASIN
ADMIN_BGD_00001,Khulna,1995,ASIN
ADMIN_BGD_00002,Barisal,1995,ASIN
ADMIN_BGD_00003,Dhaka,1995,ASIN
ADMIN_BGD_00004,Chittagong,1995,ASIN
ADMIN_IND_00000,Delhi,1995,ASIN
ADMIN_IND_00001,Gujarat,1995,ASIN
ADMIN_IND_00002,Chandigarh,1995,ASIN
ADMIN_IND_00003,Andaman and Nicobar,1995,ASIN
ADMIN_IND_00004,Manipur,1995,ASIN
ADMIN_IND_00005,Arunachal Pradesh,1995,ASIN
ADMIN_IND_00006,Daman & Diu,1995,ASIN
ADMIN_IND_00007,Karnataka,1995,ASIN
ADMIN_IND_00008,Sikkim,1995,ASIN
ADMIN_IND_00009,Tamil Nadu,1995,ASIN
ADMIN_IND_00010,Madhya Pradesh,1995,ASIN
ADMIN_IND_00011,Andhra Pradesh,1995,ASIN
ADMIN_IND_00012,Jammu & Kashmir,1995,ASIN
ADMIN_IND_00013,Himachal Pradesh,1995,ASIN
ADMIN_IND_00014,Haryana,1995,ASIN
ADMIN_IND_00015,Pondicherry,1995,ASIN
ADMIN_IND_00016,Rajasthan,1995,ASIN
ADMIN_IND_00017,Uttar Pradesh,1995,ASIN
ADMIN_IND_00018,Lakshadweep,1995,ASIN
