locationid,locationname,time,regionid
ADMIN_IND_00019,Assam,1995,ASIN
ADMIN_IND_00020,Mizoram,1995,ASIN
ADMIN_IND_00021,Orissa,1995,ASIN
ADMIN_IND_00022,Goa,1995,ASIN
ADMIN_IND_00023,Nagaland,1995,ASIN
ADMIN_IND_00024,Kerala,1995,ASIN
ADMIN_IND_00025,Bihar,1995,ASIN
ADMIN_IND_00026,West Bengal,1995,ASIN
ADMIN_IND_00027,Tripura,1995,ASIN
ADMIN_IND_00028,Dadra and Nagar Have,1995,ASIN
ADMIN_IND_00029,Meghalaya,1995,ASIN
ADMIN_IND_00030,Maharashtra,1995,ASIN
ADMIN_IND_00031,Punjab,1995,ASIN
ADMIN_LKA_00000,Western,1995,ASIN
ADMIN_LKA_00001,Southern,1995,ASIN
ADMIN_LKA_00002,North Central,1995,ASIN
ADMIN_LKA_00003,Sabaragamuwa,1995,ASIN
ADMIN_LKA_00004,Northern,1995,ASIN
ADMIN_LKA_00005,North Western,1995,ASIN
ADMIN_LKA_00006,Central,1995,ASIN
ADMIN_LKA_00007,Uva,1995,ASIN
ADMIN_LKA_00008,Eastern,1995,ASIN
ADMIN_MMR_00000,Kayah State,1995,ASIN
ADMIN_MMR_00001,Pegu,1995,ASIN
ADMIN_MMR_00002,Chin State,1995,ASIN
ADMIN_MMR_00003,Mon State,1995,ASIN
ADMIN_MMR_00004,Shan State,1995,ASIN
ADMIN_MMR_00005,Irrawaddy,1995,ASIN
ADMIN_MMR_00006,Arakan State,1995,ASIN
ADMIN_MMR_00007,Karen State,1995,ASIN
ADMIN_MMR_00008,Magwe,1995,ASIN
ADMIN_MMR_00009,Tenasserim,1995,ASIN
ADMIN_MMR_00010,Mandalay,1995,ASIN
ADMIN_MMR_00011,Kachin State,1995,ASIN
ADMIN_MMR_00012,Rangoon,1995,ASIN
ADMIN_MMR_00013,Sagaing,1995,ASIN
ADMIN_PAK_00000,Northern Areas,1995,ASIN
ADMIN_PAK_00001,Sind,1995,ASIN
ADMIN_PAK_00002,North-west Frontier,1995,ASIN
ADMIN_PAK_00003,Azad Kashmir Provinc,1995,ASIN
ADMIN_PAK_00004,Federally Administer,1995,ASIN
ADMIN_PAK_00005,Baluchistan,1995,ASIN
ADMIN_PAK_00006,Punjab,1995,ASIN
ADMIN_DJI_00000,'Ali Sabih,1995,AFRI
ADMIN_DJI_00001,Obock,1995,AFRI
ADMIN_DJI_00002,Djibouti,1995,AFRI
ADMIN_DJI_00003,Dikhil,1995,AFRI
ADMIN_DJI_00004,Tadjoura,1995,AFRI
ADMIN_ERI_00000,Denakil,1995,AFRI
ADMIN_ERI_00001,Sahil,1995,AFRI
ADMIN_ERI_00002,Samhar,1995,AFRI
ADMIN_ERI_00003,Senhit,1995,AFRI
ADMIN_ERI_00004,Akale Guzay,1995,AFRI
ADMIN_ERI_00005,Baraka,1995,AFRI
ADMIN_ERI_00006,Seraye,1995,AFRI
ADMIN_ERI_00007,Hamasen,1995,AFRI
ADMIN_KEN_00000,Western,1995,AFRI
ADMIN_KEN_00001,Nyanza,1995,AFRI
ADMIN_KEN_00002,Coast,1995,AFRI
ADMIN_KEN_00003,Eastern,1995,AFRI
ADMIN_KEN_00004,Nairobi Area,1995,AFRI
ADMIN_KEN_00005,Rift Valley,1995,AFRI
ADMIN_KEN_00006,North-Eastern,1995,AFRI
ADMIN_KEN_00007,Central,1995,AFRI
ADMIN_MDG_00000,Antananarivo,1995,AFRI
ADMIN_MDG_00001,Mahajanga,1995,AFRI
ADMIN_MDG_00002,Toamasina,1995,AFRI
ADMIN_MDG_00003,Fianarantsoa,1995,AFRI
ADMIN_MDG_00004,Toliara,1995,AFRI
ADMIN_MDG_00005,Antsiranana,1995,AFRI
ADMIN_MOZ_00000,Zambezia,1995,AFRI
ADMIN_MOZ_00001,Sofala,1995,AFRI
ADMIN_MOZ_00002,Inhambane,1995,AFRI
ADMIN_MOZ_00003,Nampula,1995,AFRI
ADMIN_MOZ_00004,Manica,1995,AFRI
ADMIN_MOZ_00005,Cabo Delgado,1995,AFRI
ADMIN_MOZ_00006,Maputo,1995,AFRI
ADMIN_MOZ_00007,Niassa,1995,AFRI
ADMIN_MOZ_00008,Gaza,1995,AFRI
ADMIN_MOZ_00009,Tete,1995,AFRI
ADMIN_SDN_00000,Kurdufan,1995,AFRI
ADMIN_SDN_00001,Al Khartum,1995,AFRI
ADMIN_SDN_00002,Bahr al Ghazal,1995,AFRI
ADMIN_SDN_00003,Al Istiwa'iyah,1995,AFRI
ADMIN_SDN_00004,A'ali an Nil,1995,AFRI
ADMIN_SDN_00005,Ash Sharqiyah,1995,AFRI
ADMIN_SDN_00006,Al Wusta,1995,AFRI
ADMIN_SDN_00007,Darfur,1995,AFRI
ADMIN_SDN_00008,Ash Shamaliyah,1995,AFRI
ADMIN_SOM_00000,Mudug,1995,AFRI
ADMIN_SOM_00001,Jubbada Hoose,1995,AFRI
ADMIN_SOM_00002,Hiiraan,1995,AFRI
ADMIN_SOM_00003,Bari,1995,AFRI
ADMIN_SOM_00004,Banaadir,1995,AFRI
ADMIN_SOM_00005,Sanaag,1995,AFRI
ADMIN_SOM_00006,Sool,1995,AFRI
ADMIN_SOM_00007,Jubbada Dhexe,1995,AFRI
ADMIN_SOM_00008,Awdal,1995,AFRI
ADMIN_SOM_00009,Nugaal,1995,AFRI
ADMIN_SOM_00010,Gedo,1995,AFRI
ADMIN_SOM_00011,Shabeellaha Dhexe,1995,AFRI
ADMIN_SOM_00012,Shabeellaha Hoose,1995,AFRI
ADMIN_SOM_00013,Bakool,1995,AFRI
ADMIN_SOM_00014,Togdheer,1995,AFRI
ADMIN_SOM_00015,Bay,1995,AFRI
ADMIN_SOM_00016,Galguduud,1995,AFRI
ADMIN_SOM_00017,Woqooyi Galbeed,1995,AFRI
ADMIN_TZA_00000,Iringa,1995,AFRI
ADMIN_TZA_00001,Tanga,1995,AFRI
ADMIN_TZA_00002,Lindi,1995,AFRI
ADMIN_TZA_00003,Mtwara,1995,AFRI
ADMIN_TZA_00004,Tabora,1995,AFRI
ADMIN_TZA_00005,Rukwa,1995,AFRI
ADMIN_TZA_00006,Zanzibar North,1995,AFRI
ADMIN_TZA_00007,Dodoma,1995,AFRI
ADMIN_TZA_00008,Arusha,1995,AFRI
ADMIN_TZA_00009,Dar es Salaam,1995,AFRI
ADMIN_TZA_00010,Kigoma,1995,AFRI
ADMIN_TZA_00011,Mbeya,1995,AFRI
ADMIN_TZA_00012,Mara,1995,AFRI
ADMIN_TZA_00013,Pemba South,1995,AFRI
ADMIN_TZA_00014,Zanzibar Central/Sou,1995,AFRI
ADMIN_TZA_00015,Pemba North,1995,AFRI
ADMIN_TZA_00016,Mwanza,1995,AFRI
ADMIN_TZA_00017,Shinyanga,1995,AFRI
ADMIN_TZA_00018,Morogoro,1995,AFRI
ADMIN_TZA_00019,Kilimanjaro,1995,AFRI
ADMIN_TZA_00020,Singida,1995,AFRI
ADMIN_TZA_00021,Ziwa Magharibi,1995,AFRI
ADMIN_TZA_00022,Zanzibar Urban/West,1995,AFRI
ADMIN_TZA_00023,Ruvuma,1995,AFRI
ADMIN_TZA_00024,Pwani,1995,AFRI
ADMIN_ZAF_00000,Gauteng,1995,AFRI
ADMIN_ZAF_00001,KwaZulu/Natal,1995,AFRI
ADMIN_ZAF_00002,Western Cape,1995,AFRI
ADMIN_ZAF_00003,Prince Edwards Islan,1995,AFRI
ADMIN_ZAF_00006,Northern,1995,AFRI
ADMIN_ZAF_00007,Mpumalanga,1995,AFRI
ADMIN_ZAF_00008,Free State,1995,AFRI
ADMIN_ZAF_00009,Eastern Cape,1995,AFRI
ADMIN_AGO_00000,Huambo,1995,AFRA
ADMIN_AGO_00001,Cabinda,1995,AFRA
ADMIN_AGO_00002,Lunda Norte,1995,AFRA
ADMIN_AGO_00003,Cuanza Norte,1995,AFRA
ADMIN_AGO_00004,Bengo,1995,AFRA
ADMIN_AGO_00005,Bie,1995,AFRA
ADMIN_AGO_00006,Huila,1995,AFRA
ADMIN_AGO_00007,Moxico,1995,AFRA
ADMIN_AGO_00008,Uige,1995,AFRA
ADMIN_AGO_00009,Benguela,1995,AFRA
ADMIN_AGO_00010,Luanda,1995,AFRA
ADMIN_AGO_00011,Lunda Sul,1995,AFRA
ADMIN_AGO_00012,Malanje,1995,AFRA
ADMIN_AGO_00013,Cuando Cubango,1995,AFRA
ADMIN_AGO_00014,Zaire,1995,AFRA
ADMIN_AGO_00015,Cuanza Sul,1995,AFRA
ADMIN_AGO_00016,Cunene,1995,AFRA
ADMIN_AGO_00017,Namibe,1995,AFRA
ADMIN_BEN_00000,Oueme,1995,AFRA
ADMIN_BEN_00001,Zou,1995,AFRA
ADMIN_BEN_00002,Atakora,1995,AFRA
ADMIN_BEN_00003,Mono,1995,AFRA
ADMIN_BEN_00004,Borgou,1995,AFRA
ADMIN_BEN_00005,Atlantique,1995,AFRA
ADMIN_CIV_00000,Tiassale,1995,AFRA
ADMIN_CIV_00001,Gagnoa,1995,AFRA
ADMIN_CIV_00002,Sassandra,1995,AFRA
ADMIN_CIV_00003,Grand-Lahou,1995,AFRA
ADMIN_CIV_00004,Divo,1995,AFRA
ADMIN_CIV_00005,Tengrela,1995,AFRA
ADMIN_CIV_00006,Bouake,1995,AFRA
ADMIN_CIV_00007,Aboisso,1995,AFRA
ADMIN_CIV_00008,Odienne,1995,AFRA
ADMIN_CIV_00009,Soubre,1995,AFRA
ADMIN_CIV_00010,Lakota,1995,AFRA
ADMIN_CIV_00011,Agboville,1995,AFRA
ADMIN_CIV_00012,Katiola,1995,AFRA
ADMIN_CIV_00013,Tanda,1995,AFRA
ADMIN_CIV_00014,Abidjan,1995,AFRA
ADMIN_CIV_00015,Vavoua,1995,AFRA
ADMIN_CIV_00016,Dabakala,1995,AFRA
ADMIN_CIV_00017,San-Pedro,1995,AFRA
ADMIN_CIV_00018,Biankouma,1995,AFRA
ADMIN_CIV_00019,Agnibilekrou,1995,AFRA
ADMIN_CIV_00020,Ferkessedougou,1995,AFRA
ADMIN_CIV_00021,Mbahiakro,1995,AFRA
ADMIN_CIV_00022,Bongouanou,1995,AFRA
ADMIN_CIV_00023,Guiglo,1995,AFRA
ADMIN_CIV_00024,Duekoue,1995,AFRA
ADMIN_CIV_00025,Sinfra,1995,AFRA
ADMIN_CIV_00026,Toumodi,1995,AFRA
ADMIN_CIV_00027,Issia,1995,AFRA
ADMIN_CIV_00028,Oume,1995,AFRA
ADMIN_CIV_00029,Tabou,1995,AFRA
ADMIN_CIV_00030,Daoukro,1995,AFRA
ADMIN_CIV_00031,Adzope,1995,AFRA
ADMIN_CIV_00032,Dimbokro,1995,AFRA
ADMIN_CIV_00033,Boundiali,1995,AFRA
ADMIN_CIV_00034,Beoumi,1995,AFRA
ADMIN_CIV_00035,Bangolo,1995,AFRA
ADMIN_CIV_00036,Korhogo,1995,AFRA
ADMIN_CIV_00037,Seguela,1995,AFRA
ADMIN_CIV_00038,Bouna,1995,AFRA
ADMIN_CIV_00039,Zuenoula,1995,AFRA
ADMIN_CIV_00040,Mankono,1995,AFRA
ADMIN_CIV_00041,Abengourou,1995,AFRA
ADMIN_CIV_00042,Touba,1995,AFRA
ADMIN_CIV_00043,Daloa,1995,AFRA
ADMIN_CIV_00044,Bondoukou,1995,AFRA
ADMIN_CIV_00045,Man,1995,AFRA
ADMIN_CIV_00046,Danane,1995,AFRA
ADMIN_CIV_00047,Yamoussoukro,1995,AFRA
ADMIN_CIV_00048,Bouafle,1995,AFRA
ADMIN_CIV_00049,Sakassou,1995,AFRA
ADMIN_CMR_00000,Extreme-Nord,1995,AFRA
ADMIN_CMR_00001,Est,1995,AFRA
ADMIN_CMR_00002,Littoral,1995,AFRA
ADMIN_CMR_00003,Sud,1995,AFRA
ADMIN_CMR_00004,Adamoua,1995,AFRA
ADMIN_CMR_00005,Nord-Ouest,1995,AFRA
ADMIN_CMR_00006,Ouest,1995,AFRA
ADMIN_CMR_00007,Centre,1995,AFRA
ADMIN_CMR_00008,Nord,1995,AFRA
ADMIN_CMR_00009,Sud-Ouest,1995,AFRA
ADMIN_COD_00000,Kasai-Oriental,1995,AFRA
ADMIN_COD_00001,Kasai-Occidental,1995,AFRA
ADMIN_COD_00002,Bandundu,1995,AFRA
ADMIN_COD_00003,Equateur,1995,AFRA
ADMIN_COD_00004,Shaba,1995,AFRA
ADMIN_COD_00005,Kivu,1995,AFRA
ADMIN_COD_00006,Kinshasa,1995,AFRA
ADMIN_COD_00007,Bas-Zaire,1995,AFRA
ADMIN_COD_00008,Haut-Zaire,1995,AFRA
ADMIN_COG_00000,Niari,1995,AFRA
ADMIN_COG_00001,Sangha,1995,AFRA
ADMIN_COG_00002,Pool,1995,AFRA
ADMIN_COG_00003,Kouilou,1995,AFRA
ADMIN_COG_00004,Likouala,1995,AFRA
ADMIN_COG_00005,Cuvette,1995,AFRA
ADMIN_COG_00006,Bouenza,1995,AFRA
ADMIN_COG_00007,Plateaux,1995,AFRA
ADMIN_COG_00008,Lekoumou,1995,AFRA
ADMIN_ESH_00000,Saguia el Hamra,1995,AFRA
ADMIN_ESH_00001,Rio de Oro,1995,AFRA
ADMIN_GAB_00000,Ogooue-Ivindo,1995,AFRA
ADMIN_GAB_00001,Haut-Ogooue,1995,AFRA
ADMIN_GAB_00002,Nyanga,1995,AFRA
ADMIN_GAB_00003,Ogooue-Lolo,1995,AFRA
ADMIN_GAB_00004,Ngounie,1995,AFRA
ADMIN_GAB_00005,Estuaire,1995,AFRA
ADMIN_GAB_00006,Moyen-Ogooue,1995,AFRA
ADMIN_GAB_00007,Woleu-Ntem,1995,AFRA
ADMIN_GAB_00008,Ogooue-Maritime,1995,AFRA
ADMIN_GHA_00000,Western,1995,AFRA
ADMIN_GHA_00001,Upper East,1995,AFRA
ADMIN_GHA_00002,Volta,1995,AFRA
ADMIN_GHA_00003,Northern,1995,AFRA
ADMIN_GHA_00004,Upper West,1995,AFRA
ADMIN_GHA_00005,Central,1995,AFRA
ADMIN_GHA_00006,Ashanti,1995,AFRA
ADMIN_GHA_00007,Greater Accra,1995,AFRA
ADMIN_GHA_00008,Brong-Ahafo,1995,AFRA
ADMIN_GHA_00009,Eastern,1995,AFRA
ADMIN_GIN_00000,Kissidougou,1995,AFRA
ADMIN_GIN_00001,Dabola,1995,AFRA
ADMIN_GIN_00002,Nzerekore,1995,AFRA
ADMIN_GIN_00003,Coyah,1995,AFRA
ADMIN_GIN_00004,Boffa,1995,AFRA
ADMIN_GIN_00005,Kindia,1995,AFRA
ADMIN_GIN_00006,Dinguiraye,1995,AFRA
ADMIN_GIN_00007,Beyla,1995,AFRA
ADMIN_GIN_00008,Conakry,1995,AFRA
ADMIN_GIN_00009,Kankan,1995,AFRA
ADMIN_GIN_00010,Mamou,1995,AFRA
ADMIN_GIN_00011,Lelouma,1995,AFRA
ADMIN_GIN_00012,Tougue,1995,AFRA
ADMIN_GIN_00013,Faranah,1995,AFRA
ADMIN_GIN_00014,Dalaba,1995,AFRA
ADMIN_GIN_00015,Siguiri,1995,AFRA
ADMIN_GIN_00016,Koundara,1995,AFRA
ADMIN_GIN_00017,Koubia,1995,AFRA
ADMIN_GIN_00018,Labe,1995,AFRA
ADMIN_GIN_00019,Mali,1995,AFRA
ADMIN_GIN_00020,Telimele,1995,AFRA
ADMIN_GIN_00021,Boke,1995,AFRA
ADMIN_GIN_00022,Gueckedou,1995,AFRA
ADMIN_GIN_00023,Mandiana,1995,AFRA
ADMIN_GIN_00024,Fria,1995,AFRA
ADMIN_GIN_00025,Yomou,1995,AFRA
ADMIN_GIN_00026,Pita,1995,AFRA
ADMIN_GIN_00027,Lola,1995,AFRA
ADMIN_GIN_00028,Kerouane,1995,AFRA
ADMIN_GIN_00029,Macenta,1995,AFRA
ADMIN_GIN_00030,Kouroussa,1995,AFRA
ADMIN_GIN_00031,Gaoual,1995,AFRA
ADMIN_GIN_00032,Forecariah,1995,AFRA
ADMIN_GMB_00000,Kombo Saint Mary,1995,AFRA
ADMIN_GMB_00001,Lower River,1995,AFRA
ADMIN_GMB_00002,Upper River,1995,AFRA
ADMIN_GMB_00003,Banjul,1995,AFRA
ADMIN_GMB_00004,Western,1995,AFRA
ADMIN_GMB_00005,MacCarthy Island,1995,AFRA
ADMIN_GMB_00006,North Bank,1995,AFRA
ADMIN_GNB_00000,Quinara,1995,AFRA
ADMIN_GNB_00001,Boulgou,1995,AFRA
ADMIN_GNB_00002,Gabu,1995,AFRA
ADMIN_GNB_00003,Bafata,1995,AFRA
ADMIN_GNB_00004,Bolama,1995,AFRA
ADMIN_GNB_00005,Bissau,1995,AFRA
ADMIN_GNB_00006,Cacheu,1995,AFRA
ADMIN_GNB_00007,Tombali,1995,AFRA
ADMIN_GNB_00008,Biombo,1995,AFRA
ADMIN_GNB_00009,Oio,1995,AFRA
ADMIN_GNQ_00000,Wele-Nzas,1995,AFRA
ADMIN_GNQ_00001,Bioko Norte,1995,AFRA
ADMIN_GNQ_00002,Bioko Sur,1995,AFRA
ADMIN_GNQ_00003,Centro Sur,1995,AFRA
ADMIN_GNQ_00004,Kie-Ntem,1995,AFRA
ADMIN_GNQ_00005,Litoral,1995,AFRA
ADMIN_LBR_00000,Rivercess,1995,AFRA
ADMIN_LBR_00001,Lofa,1995,AFRA
ADMIN_LBR_00002,Bomi,1995,AFRA
ADMIN_LBR_00003,Grand Bassa,1995,AFRA
ADMIN_LBR_00004,Nimba,1995,AFRA
ADMIN_LBR_00005,Maryland,1995,AFRA
ADMIN_LBR_00006,Bong,1995,AFRA
ADMIN_LBR_00007,Montserrado,1995,AFRA
ADMIN_LBR_00008,Grand Cape Mount,1995,AFRA
ADMIN_LBR_00009,Grand Kru,1995,AFRA
ADMIN_LBR_00010,Grand Jide,1995,AFRA
ADMIN_LBR_00011,Sino,1995,AFRA
ADMIN_LBR_00012,Margibi,1995,AFRA
ADMIN_MAR_00000,North-West,1995,AFRA
ADMIN_MAR_00001,Centre-North,1995,AFRA
ADMIN_MAR_00002,Tensift,1995,AFRA
ADMIN_MAR_00003,South,1995,AFRA
ADMIN_MAR_00004,Centre-South,1995,AFRA
ADMIN_MAR_00005,Centre,1995,AFRA
ADMIN_MRT_00000,Tagant,1995,AFRA
ADMIN_MRT_00001,Gorgol,1995,AFRA
ADMIN_MRT_00002,Guidimaka,1995,AFRA
ADMIN_MRT_00003,Tiris Zemmour,1995,AFRA
ADMIN_MRT_00004,Trarza,1995,AFRA
ADMIN_MRT_00005,Assaba,1995,AFRA
ADMIN_MRT_00006,Dakhlet Nouadhibou,1995,AFRA
ADMIN_MRT_00007,Adrar,1995,AFRA
ADMIN_MRT_00008,Hodh el Gharbi,1995,AFRA
ADMIN_MRT_00009,Brakna,1995,AFRA
ADMIN_MRT_00010,Inchiri,1995,AFRA
ADMIN_MRT_00011,Hodh ech Chargui,1995,AFRA
ADMIN_NAM_00000,Hereroland Wes,1995,AFRA
ADMIN_NAM_00001,Luderitz,1995,AFRA
ADMIN_NAM_00002,Otjiwarongo,1995,AFRA
ADMIN_NAM_00003,Owambo,1995,AFRA
ADMIN_NAM_00004,Hereroland Oos,1995,AFRA
ADMIN_NAM_00005,Damaraland,1995,AFRA
ADMIN_NAM_00006,Gobabis,1995,AFRA
ADMIN_NAM_00007,Omaruru,1995,AFRA
ADMIN_NAM_00008,Grootfontein,1995,AFRA
ADMIN_NAM_00009,Namaland,1995,AFRA
ADMIN_NAM_00010,Mariental,1995,AFRA
ADMIN_NAM_00011,Outjo,1995,AFRA
ADMIN_NAM_00012,Rehoboth,1995,AFRA
ADMIN_NAM_00013,Keetmanshoop,1995,AFRA
ADMIN_NAM_00014,Boesmanland,1995,AFRA
ADMIN_NAM_00015,Windhoek,1995,AFRA
ADMIN_NAM_00016,Karibib,1995,AFRA
ADMIN_NAM_00017,Caprivi Oos,1995,AFRA
ADMIN_NAM_00018,Swakopmund,1995,AFRA
ADMIN_NAM_00019,Kaokoland,1995,AFRA
ADMIN_NAM_00020,Kavango,1995,AFRA
ADMIN_NAM_00021,Karasburg,1995,AFRA
ADMIN_NAM_00022,Maltahohe,1995,AFRA
ADMIN_NAM_00023,Okahandja,1995,AFRA
ADMIN_NAM_00024,Tsumeb,1995,AFRA
ADMIN_NAM_00025,Bethanien,1995,AFRA
ADMIN_NGA_00000,Kogi,1995,AFRA
ADMIN_NGA_00001,Niger,1995,AFRA
ADMIN_NGA_00002,Akwa Ibom,1995,AFRA
ADMIN_NGA_00003,Lagos,1995,AFRA
ADMIN_NGA_00004,Adamawa,1995,AFRA
ADMIN_NGA_00005,Taraba,1995,AFRA
ADMIN_NGA_00006,Cross River,1995,AFRA
ADMIN_NGA_00007,Benue,1995,AFRA
ADMIN_NGA_00008,Osun,1995,AFRA
ADMIN_NGA_00009,Edo,1995,AFRA
ADMIN_NGA_00010,Abia,1995,AFRA
ADMIN_NGA_00011,Anambra,1995,AFRA
ADMIN_NGA_00012,Oyo,1995,AFRA
ADMIN_NGA_00013,Enugu,1995,AFRA
ADMIN_NGA_00014,Abuja Capital Territ,1995,AFRA
ADMIN_NGA_00015,Delta,1995,AFRA
ADMIN_NGA_00016,Ondo,1995,AFRA
ADMIN_NGA_00017,Imo,1995,AFRA
ADMIN_NGA_00018,Ogun,1995,AFRA
ADMIN_NGA_00019,Kwara,1995,AFRA
ADMIN_NGA_00020,Plateau,1995,AFRA
ADMIN_NGA_00021,Sokoto,1995,AFRA
ADMIN_NGA_00022,Kaduna,1995,AFRA
ADMIN_NGA_00023,Yobe,1995,AFRA
ADMIN_NGA_00024,Kebbi,1995,AFRA
ADMIN_NGA_00025,Borno,1995,AFRA
ADMIN_NGA_00026,Bauchi,1995,AFRA
ADMIN_NGA_00027,Katsina,1995,AFRA
ADMIN_NGA_00028,Jigawa,1995,AFRA
ADMIN_NGA_00029,Rivers,1995,AFRA
ADMIN_NGA_00030,Kano,1995,AFRA
ADMIN_SEN_00000,Dakar,1995,AFRA
ADMIN_SEN_00001,Fatick,1995,AFRA
ADMIN_SEN_00002,Tambacounda,1995,AFRA
ADMIN_SEN_00003,Louga,1995,AFRA
ADMIN_SEN_00004,Kaolack,1995,AFRA
ADMIN_SEN_00005,Saint-Louis,1995,AFRA
ADMIN_SEN_00006,Kolda,1995,AFRA
ADMIN_SEN_00007,Thies,1995,AFRA
ADMIN_SEN_00008,Ziguinchor,1995,AFRA
ADMIN_SEN_00009,Diourbel,1995,AFRA
ADMIN_SLE_00000,Western Area,1995,AFRA
ADMIN_SLE_00001,Northern,1995,AFRA
ADMIN_SLE_00002,Southern,1995,AFRA
ADMIN_SLE_00003,Eastern,1995,AFRA
ADMIN_TGO_00000,Haho,1995,AFRA
ADMIN_TGO_00001,Kloto,1995,AFRA
ADMIN_TGO_00002,Zio,1995,AFRA
ADMIN_TGO_00003,Assoli,1995,AFRA
ADMIN_TGO_00004,Amou,1995,AFRA
ADMIN_TGO_00005,Oti,1995,AFRA
ADMIN_TGO_00006,Vo,1995,AFRA
ADMIN_TGO_00007,Nyala,1995,AFRA
ADMIN_TGO_00008,Binah,1995,AFRA
ADMIN_TGO_00009,Tchaoudjo,1995,AFRA
ADMIN_TGO_00010,Golfe,1995,AFRA
ADMIN_TGO_00011,Bassar,1995,AFRA
ADMIN_TGO_00012,Keran,1995,AFRA
ADMIN_TGO_00013,Lacs,1995,AFRA
ADMIN_TGO_00014,Ogou,1995,AFRA
ADMIN_TGO_00015,Wawa,1995,AFRA
ADMIN_TGO_00016,Kozah,1995,AFRA
ADMIN_TGO_00017,Tone,1995,AFRA
ADMIN_TGO_00018,Doufelgou,1995,AFRA
ADMIN_TGO_00019,Yoto,1995,AFRA
ADMIN_TGO_00020,Sotouboua,1995,AFRA
ADMIN_ZAF_00004,Northern Cape,1995,AFRA
ADMIN_ZAF_00005,North West,1995,AFRA
